Location,Boolean,Year,BloomDate
Miyako,False,2005,2005-04-18
Sakata,False,2005,2005-04-19
Yamagata,True,2005,2005-04-19
Sendai,True,2005,2005-04-14
Fukushima,True,2005,2005-04-11
Shirakawa,False,2005,
Onahama,False,2005,2005-04-10
Wajima,False,2005,2005-04-10
Aikawa,False,2005,2005-04-16
Niigata,True,2005,2005-04-14
Kanazawa,True,2005,2005-04-07
Toyama,True,2005,2005-04-08
Nagano,True,2005,2005-04-14
Takada,False,2005,2005-04-10
Utsunomiya,True,2005,2005-04-06
Fukui,True,2005,2005-04-07
Takayama,False,2005,2005-04-17
Matsumoto,False,2005,2005-04-09
Maebashi,True,2005,2005-04-06
Kumagaya,True,2005,2005-04-04
Mito,True,2005,2005-04-06
Tsuruga,False,2005,2005-04-06
Gifu,True,2005,2005-04-02
Nagoya,True,2005,2005-03-31
Iida,False,2005,2005-04-09
Kofu,True,2005,2005-03-31
Choshi,True,2005,2005-04-07
Tsu,True,2005,2005-04-03
Hamamatsu,False,2005,2005-04-02
Shizuoka,True,2005,2005-03-29
Tokyo Japan,True,2005,2005-03-31
Owashi,False,2005,2005-04-02
Yokohama,True,2005,2005-04-02
Tateyama,False,2005,2005-04-03
Oshima,False,2005,2005-03-29
Miyakejima,False,2005,
Hachijojima,False,2005,2005-04-08
Saigo,False,2005,2005-04-07
Matsue,True,2005,2005-04-05
Yonago,False,2005,2005-04-04
Tottori,True,2005,2005-04-05
Toyooka,False,2005,2005-04-07
Maizuru,False,2005,2005-04-07
Hamada,False,2005,2005-04-01
Kyoto,True,2005,2005-04-02
Hikone,True,2005,2005-04-06
Hiroshima,True,2005,2005-04-03
Okayama,True,2005,2005-04-03
Kobe,True,2005,2005-04-03
Osaka,True,2005,2005-04-03
Sumoto,False,2005,
Wakayama,True,2005,2005-03-29
Shio Misaki,False,2005,2005-04-01
Nara,True,2005,2005-04-02
Matsuyama,True,2005,2005-04-01
Takamatsu,True,2005,2005-04-01
Uwajima,False,2005,2005-03-28
Kochi,True,2005,2005-03-31
Tokushima,True,2005,2005-03-31
Shimonoseki,True,2005,2005-03-31
Mikihara,False,2005,2005-04-01
Fukuoka,True,2005,2005-03-29
Saga,True,2005,2005-03-31
Oita,True,2005,2005-03-31
Fukue,False,2005,2005-03-31
Nagasaki,True,2005,2005-04-01
Kumamoto,True,2005,2005-04-01
Nobeoka,False,2005,
Kagoshima,True,2005,2005-04-03
Miyazaki,True,2005,2005-03-28
Yakushima,False,2005,
Tanegashima,False,2005,2005-03-31
Naze,True,2005,2005-01-25
Yonaguni Island,False,2005,2005-02-05
Ishigaki Island,True,2005,2005-01-07
Miyakojima,True,2005,2005-01-29
Kumejima,False,2005,
Naha,True,2005,2005-01-19
Nago,False,2005,
Iriomote Island,False,2005,
Minami Daito Island,True,2005,2005-02-03
Wakkanai,True,2006,2006-05-18
Rumoi,False,2006,2006-05-14
Asahikawa,True,2006,2006-05-10
Abashiri,True,2006,2006-05-15
Sapporo,True,2006,2006-05-08
Iwamizawa,False,2006,2006-05-09
Obihiro,True,2006,2006-05-08
Kushiro,True,2006,2006-05-18
Nemuro,False,2006,2006-05-17
Muroran,True,2006,2006-05-12
Urakawa,False,2006,2006-05-11
Esashi,False,2006,2006-05-07
Hakodate,True,2006,2006-05-07
Kutchan,False,2006,2006-05-15
Monbetsu,False,2006,2006-05-16
Hiroo,False,2006,
Shinjo,False,2006,
Aomori,True,2006,2006-05-01
Hachinohe,False,2006,2006-04-29
Akita,True,2006,2006-04-21
Morioka,True,2006,2006-04-24
Miyako,False,2006,2006-04-23
Sakata,False,2006,2006-04-16
Yamagata,True,2006,2006-04-18
Sendai,True,2006,2006-04-13
Fukushima,True,2006,2006-04-12
Shirakawa,False,2006,
Onahama,False,2006,2006-04-03
Wajima,False,2006,2006-04-12
Aikawa,False,2006,2006-04-12
Niigata,True,2006,2006-04-11
Kanazawa,True,2006,2006-04-06
Toyama,True,2006,2006-04-07
Nagano,True,2006,2006-04-15
Takada,False,2006,2006-04-12
Utsunomiya,True,2006,2006-03-29
Fukui,True,2006,2006-04-05
Takayama,False,2006,
Matsumoto,False,2006,2006-04-12
Maebashi,True,2006,2006-03-28
Kumagaya,True,2006,2006-03-27
Mito,True,2006,2006-03-30
Tsuruga,False,2006,
Gifu,True,2006,2006-03-26
Nagoya,True,2006,2006-03-26
Iida,False,2006,2006-04-07
Kofu,True,2006,2006-03-24
Choshi,True,2006,2006-03-25
Tsu,True,2006,2006-03-31
Hamamatsu,False,2006,
Shizuoka,True,2006,2006-03-17
Tokyo Japan,True,2006,2006-03-21
Owashi,False,2006,2006-03-23
Yokohama,True,2006,2006-03-21
Tateyama,False,2006,2006-03-21
Oshima,False,2006,2006-03-20
Miyakejima,False,2006,
Hachijojima,False,2006,2006-03-19
Saigo,False,2006,2006-04-04
Matsue,True,2006,2006-03-28
Yonago,False,2006,2006-04-01
Tottori,True,2006,2006-04-01
Toyooka,False,2006,2006-04-04
Maizuru,False,2006,2006-04-05
Hamada,False,2006,2006-03-26
Kyoto,True,2006,2006-03-27
Hikone,True,2006,2006-04-06
Hiroshima,True,2006,2006-03-22
Okayama,True,2006,2006-03-29
Kobe,True,2006,2006-03-27
Osaka,True,2006,2006-03-28
Sumoto,False,2006,
Wakayama,True,2006,2006-03-25
Shio Misaki,False,2006,2006-03-19
Nara,True,2006,2006-03-29
Matsuyama,True,2006,2006-03-24
Takamatsu,True,2006,2006-03-27
Uwajima,False,2006,
Kochi,True,2006,2006-03-15
Tokushima,True,2006,2006-03-27
Shimonoseki,True,2006,2006-03-25
Mikihara,False,2006,2006-03-23
Fukuoka,True,2006,2006-03-23
Saga,True,2006,2006-03-23
Oita,True,2006,2006-03-23
Fukue,False,2006,2006-03-22
Nagasaki,True,2006,2006-03-22
Kumamoto,True,2006,2006-03-20
Nobeoka,False,2006,
Kagoshima,True,2006,2006-03-20
Miyazaki,True,2006,2006-03-18
Yakushima,False,2006,
Tanegashima,False,2006,2006-03-20
Naze,True,2006,2006-01-16
Yonaguni Island,False,2006,2006-01-27
Ishigaki Island,True,2006,2006-01-15
Miyakojima,True,2006,2006-01-19
Kumejima,False,2006,
Naha,True,2006,2006-01-13
Nago,False,2006,
Iriomote Island,False,2006,
Minami Daito Island,True,2006,2006-01-15
Wakkanai,True,2007,2007-05-15
Rumoi,False,2007,2007-05-11
Asahikawa,True,2007,2007-05-06
Abashiri,True,2007,2007-05-12
Sapporo,True,2007,2007-05-04
Iwamizawa,False,2007,
Obihiro,True,2007,2007-05-06
Kushiro,True,2007,2007-05-16
Nemuro,False,2007,2007-05-16
Muroran,True,2007,2007-05-07
Urakawa,False,2007,2007-05-08
Esashi,False,2007,2007-05-01
Hakodate,True,2007,2007-04-30
Kutchan,False,2007,
Monbetsu,False,2007,2007-05-15
Hiroo,False,2007,
Shinjo,False,2007,
Aomori,True,2007,2007-04-25
Hachinohe,False,2007,2007-04-26
Akita,True,2007,2007-04-18
Morioka,True,2007,2007-04-20
Miyako,False,2007,2007-04-21
Sakata,False,2007,2007-04-12
Yamagata,True,2007,2007-04-13
Sendai,True,2007,2007-04-06
Fukushima,True,2007,2007-04-02
Shirakawa,False,2007,
Onahama,False,2007,2007-03-29
Wajima,False,2007,2007-04-08
Aikawa,False,2007,2007-04-09
Niigata,True,2007,2007-04-06
Kanazawa,True,2007,2007-03-29
Toyama,True,2007,2007-03-30
Nagano,True,2007,2007-04-07
Takada,False,2007,2007-04-02
Utsunomiya,True,2007,2007-03-26
Fukui,True,2007,2007-03-29
Takayama,False,2007,
Matsumoto,False,2007,2007-04-01
Maebashi,True,2007,2007-03-28
Kumagaya,True,2007,2007-03-23
Mito,True,2007,2007-03-24
Tsuruga,False,2007,
Gifu,True,2007,2007-03-23
Nagoya,True,2007,2007-03-23
Iida,False,2007,
Kofu,True,2007,2007-03-21
Choshi,True,2007,2007-03-30
Tsu,True,2007,2007-03-26
Hamamatsu,False,2007,
Shizuoka,True,2007,2007-03-24
Tokyo Japan,True,2007,2007-03-20
Owashi,False,2007,2007-03-23
Yokohama,True,2007,2007-03-23
Tateyama,False,2007,
Oshima,False,2007,2007-03-26
Miyakejima,False,2007,
Hachijojima,False,2007,2007-04-13
Saigo,False,2007,2007-03-28
Matsue,True,2007,2007-03-26
Yonago,False,2007,2007-03-25
Tottori,True,2007,2007-03-25
Toyooka,False,2007,2007-03-26
Maizuru,False,2007,2007-03-31
Hamada,False,2007,2007-03-25
Kyoto,True,2007,2007-03-25
Hikone,True,2007,2007-03-30
Hiroshima,True,2007,2007-03-22
Okayama,True,2007,2007-03-26
Kobe,True,2007,2007-03-30
Osaka,True,2007,2007-03-27
Sumoto,False,2007,
Wakayama,True,2007,2007-03-26
Shio Misaki,False,2007,2007-03-28
Nara,True,2007,2007-03-27
Matsuyama,True,2007,2007-03-23
Takamatsu,True,2007,2007-03-28
Uwajima,False,2007,
Kochi,True,2007,2007-03-23
Tokushima,True,2007,2007-03-27
Shimonoseki,True,2007,2007-03-23
Mikihara,False,2007,2007-03-26
Fukuoka,True,2007,2007-03-21
Saga,True,2007,2007-03-24
Oita,True,2007,2007-03-22
Fukue,False,2007,2007-03-28
Nagasaki,True,2007,2007-03-24
Kumamoto,True,2007,2007-03-23
Nobeoka,False,2007,
Kagoshima,True,2007,2007-03-30
Miyazaki,True,2007,2007-03-26
Yakushima,False,2007,
Tanegashima,False,2007,2007-04-01
Naze,True,2007,2007-01-29
Yonaguni Island,False,2007,2007-02-08
Ishigaki Island,True,2007,2007-02-05
Miyakojima,True,2007,2007-01-16
Kumejima,False,2007,
Naha,True,2007,2007-01-23
Nago,False,2007,
Iriomote Island,False,2007,
Minami Daito Island,True,2007,2007-02-02
Wakkanai,True,2008,2008-05-02
Rumoi,False,2008,2008-04-29
Asahikawa,True,2008,2008-04-23
Abashiri,True,2008,2008-05-03
Sapporo,True,2008,2008-04-21
Iwamizawa,False,2008,
Obihiro,True,2008,2008-04-26
Kushiro,True,2008,2008-05-15
Nemuro,False,2008,2008-05-16
Muroran,True,2008,2008-04-25
Urakawa,False,2008,2008-05-04
Esashi,False,2008,
Hakodate,True,2008,2008-04-22
Kutchan,False,2008,
Monbetsu,False,2008,
Hiroo,False,2008,
Shinjo,False,2008,
Aomori,True,2008,2008-04-17
Hachinohe,False,2008,
Akita,True,2008,2008-04-10
Morioka,True,2008,2008-04-12
Miyako,False,2008,
Sakata,False,2008,2008-04-09
Yamagata,True,2008,2008-04-12
Sendai,True,2008,2008-04-05
Fukushima,True,2008,2008-04-06
Shirakawa,False,2008,
Onahama,False,2008,2008-03-30
Wajima,False,2008,2008-04-06
Aikawa,False,2008,
Niigata,True,2008,2008-04-05
Kanazawa,True,2008,2008-04-02
Toyama,True,2008,2008-04-02
Nagano,True,2008,2008-04-10
Takada,False,2008,
Utsunomiya,True,2008,2008-03-28
Fukui,True,2008,2008-04-02
Takayama,False,2008,
Matsumoto,False,2008,
Maebashi,True,2008,2008-03-26
Kumagaya,True,2008,2008-03-25
Mito,True,2008,2008-03-27
Tsuruga,False,2008,
Gifu,True,2008,2008-03-23
Nagoya,True,2008,2008-03-22
Iida,False,2008,
Kofu,True,2008,2008-03-24
Choshi,True,2008,2008-03-25
Tsu,True,2008,2008-03-27
Hamamatsu,False,2008,
Shizuoka,True,2008,2008-03-22
Tokyo Japan,True,2008,2008-03-22
Owashi,False,2008,
Yokohama,True,2008,2008-03-23
Tateyama,False,2008,
Oshima,False,2008,2008-03-24
Miyakejima,False,2008,
Hachijojima,False,2008,2008-03-30
Saigo,False,2008,2008-04-03
Matsue,True,2008,2008-04-01
Yonago,False,2008,2008-03-31
Tottori,True,2008,2008-03-29
Toyooka,False,2008,
Maizuru,False,2008,2008-04-02
Hamada,False,2008,
Kyoto,True,2008,2008-03-24
Hikone,True,2008,2008-03-30
Hiroshima,True,2008,2008-03-25
Okayama,True,2008,2008-03-26
Kobe,True,2008,2008-03-26
Osaka,True,2008,2008-03-26
Sumoto,False,2008,
Wakayama,True,2008,2008-03-24
Shio Misaki,False,2008,2008-03-24
Nara,True,2008,2008-03-26
Matsuyama,True,2008,2008-03-25
Takamatsu,True,2008,2008-03-25
Uwajima,False,2008,
Kochi,True,2008,2008-03-24
Tokushima,True,2008,2008-03-25
Shimonoseki,True,2008,2008-03-26
Mikihara,False,2008,2008-03-27
Fukuoka,True,2008,2008-03-24
Saga,True,2008,2008-03-24
Oita,True,2008,2008-03-24
Fukue,False,2008,2008-03-31
Nagasaki,True,2008,2008-03-24
Kumamoto,True,2008,2008-03-22
Nobeoka,False,2008,
Kagoshima,True,2008,2008-03-28
Miyazaki,True,2008,2008-03-26
Yakushima,False,2008,
Tanegashima,False,2008,
Naze,True,2008,2008-01-21
Yonaguni Island,False,2008,2008-01-30
Ishigaki Island,True,2008,2008-01-27
Miyakojima,True,2008,2008-01-29
Kumejima,False,2008,
Naha,True,2008,2008-01-03
Nago,False,2008,
Iriomote Island,False,2008,
Minami Daito Island,True,2008,2008-01-25
Wakkanai,True,2009,2009-05-10
Rumoi,False,2009,
Asahikawa,True,2009,2009-05-03
Abashiri,True,2009,2009-05-04
Sapporo,True,2009,2009-05-01
Iwamizawa,False,2009,
Obihiro,True,2009,2009-05-01
Kushiro,True,2009,2009-05-10
Nemuro,False,2009,2009-05-10
Muroran,True,2009,2009-05-03
Urakawa,False,2009,2009-05-05
Esashi,False,2009,
Hakodate,True,2009,2009-04-25
Kutchan,False,2009,
Monbetsu,False,2009,
Hiroo,False,2009,
Shinjo,False,2009,
Aomori,True,2009,2009-04-18
Hachinohe,False,2009,
Akita,True,2009,2009-04-14
Morioka,True,2009,2009-04-13
Miyako,False,2009,
Sakata,False,2009,2009-04-11
Yamagata,True,2009,2009-04-11
Sendai,True,2009,2009-04-07
Fukushima,True,2009,2009-04-06
Shirakawa,False,2009,
Onahama,False,2009,
Wajima,False,2009,2009-04-06
Aikawa,False,2009,
Niigata,True,2009,2009-04-07
Kanazawa,True,2009,2009-04-03
Toyama,True,2009,2009-03-30
Nagano,True,2009,2009-04-08
Takada,False,2009,
Utsunomiya,True,2009,2009-03-26
Fukui,True,2009,2009-03-26
Takayama,False,2009,
Matsumoto,False,2009,
Maebashi,True,2009,2009-03-30
Kumagaya,True,2009,2009-03-25
Mito,True,2009,2009-03-27
Tsuruga,False,2009,
Gifu,True,2009,2009-03-18
Nagoya,True,2009,2009-03-19
Iida,False,2009,
Kofu,True,2009,2009-03-20
Choshi,True,2009,2009-04-01
Tsu,True,2009,2009-03-23
Hamamatsu,False,2009,
Shizuoka,True,2009,2009-03-19
Tokyo Japan,True,2009,2009-03-21
Owashi,False,2009,
Yokohama,True,2009,2009-03-22
Tateyama,False,2009,
Oshima,False,2009,2009-03-26
Miyakejima,False,2009,
Hachijojima,False,2009,2009-04-04
Saigo,False,2009,
Matsue,True,2009,2009-03-22
Yonago,False,2009,
Tottori,True,2009,2009-03-22
Toyooka,False,2009,
Maizuru,False,2009,2009-03-25
Hamada,False,2009,
Kyoto,True,2009,2009-03-19
Hikone,True,2009,2009-03-28
Hiroshima,True,2009,2009-03-22
Okayama,True,2009,2009-03-21
Kobe,True,2009,2009-03-23
Osaka,True,2009,2009-03-24
Sumoto,False,2009,
Wakayama,True,2009,2009-03-21
Shio Misaki,False,2009,2009-03-22
Nara,True,2009,2009-03-23
Matsuyama,True,2009,2009-03-17
Takamatsu,True,2009,2009-03-20
Uwajima,False,2009,
Kochi,True,2009,2009-03-16
Tokushima,True,2009,2009-03-23
Shimonoseki,True,2009,2009-03-18
Mikihara,False,2009,2009-03-18
Fukuoka,True,2009,2009-03-13
Saga,True,2009,2009-03-19
Oita,True,2009,2009-03-17
Fukue,False,2009,2009-03-23
Nagasaki,True,2009,2009-03-21
Kumamoto,True,2009,2009-03-16
Nobeoka,False,2009,
Kagoshima,True,2009,2009-03-19
Miyazaki,True,2009,2009-03-16
Yakushima,False,2009,
Tanegashima,False,2009,
Naze,True,2009,2009-01-22
Yonaguni Island,False,2009,
Ishigaki Island,True,2009,2009-01-19
Miyakojima,True,2009,2009-01-27
Kumejima,False,2009,
Naha,True,2009,2009-01-02
Nago,False,2009,
Iriomote Island,False,2009,
Minami Daito Island,True,2009,2009-01-25
Wakkanai,True,2010,2010-05-22
Rumoi,False,2010,
Asahikawa,True,2010,2010-05-11
Abashiri,True,2010,2010-05-17
Sapporo,True,2010,2010-05-07
Iwamizawa,False,2010,
Obihiro,True,2010,2010-05-08
Kushiro,True,2010,2010-05-19
Nemuro,False,2010,2010-05-18
Muroran,True,2010,2010-05-14
Urakawa,False,2010,
Esashi,False,2010,
Hakodate,True,2010,2010-05-05
Kutchan,False,2010,
Monbetsu,False,2010,
Hiroo,False,2010,
Shinjo,False,2010,
Aomori,True,2010,2010-04-28
Hachinohe,False,2010,
Akita,True,2010,2010-04-24
Morioka,True,2010,2010-04-25
Miyako,False,2010,
Sakata,False,2010,
Yamagata,True,2010,2010-04-19
Sendai,True,2010,2010-04-13
Fukushima,True,2010,2010-04-09
Shirakawa,False,2010,
Onahama,False,2010,
Wajima,False,2010,2010-04-09
Aikawa,False,2010,
Niigata,True,2010,2010-04-11
Kanazawa,True,2010,2010-04-01
Toyama,True,2010,2010-04-02
Nagano,True,2010,2010-04-09
Takada,False,2010,
Utsunomiya,True,2010,2010-04-02
Fukui,True,2010,2010-04-02
Takayama,False,2010,
Matsumoto,False,2010,
Maebashi,True,2010,2010-04-01
Kumagaya,True,2010,2010-03-31
Mito,True,2010,2010-04-02
Tsuruga,False,2010,
Gifu,True,2010,2010-03-20
Nagoya,True,2010,2010-03-18
Iida,False,2010,
Kofu,True,2010,2010-03-20
Choshi,True,2010,2010-04-01
Tsu,True,2010,2010-03-24
Hamamatsu,False,2010,
Shizuoka,True,2010,2010-03-17
Tokyo Japan,True,2010,2010-03-22
Owashi,False,2010,
Yokohama,True,2010,2010-03-22
Tateyama,False,2010,
Oshima,False,2010,
Miyakejima,False,2010,
Hachijojima,False,2010,
Saigo,False,2010,
Matsue,True,2010,2010-03-22
Yonago,False,2010,
Tottori,True,2010,2010-03-25
Toyooka,False,2010,
Maizuru,False,2010,2010-03-27
Hamada,False,2010,
Kyoto,True,2010,2010-03-19
Hikone,True,2010,2010-04-01
Hiroshima,True,2010,2010-03-20
Okayama,True,2010,2010-03-22
Kobe,True,2010,2010-03-20
Osaka,True,2010,2010-03-21
Sumoto,False,2010,
Wakayama,True,2010,2010-03-18
Shio Misaki,False,2010,
Nara,True,2010,2010-03-20
Matsuyama,True,2010,2010-03-14
Takamatsu,True,2010,2010-03-20
Uwajima,False,2010,
Kochi,True,2010,2010-03-10
Tokushima,True,2010,2010-03-26
Shimonoseki,True,2010,2010-03-20
Mikihara,False,2010,
Fukuoka,True,2010,2010-03-14
Saga,True,2010,2010-03-21
Oita,True,2010,2010-03-17
Fukue,False,2010,
Nagasaki,True,2010,2010-03-18
Kumamoto,True,2010,2010-03-16
Nobeoka,False,2010,
Kagoshima,True,2010,2010-03-23
Miyazaki,True,2010,2010-03-17
Yakushima,False,2010,
Tanegashima,False,2010,
Naze,True,2010,2010-01-22
Yonaguni Island,False,2010,
Ishigaki Island,True,2010,2010-01-15
Miyakojima,True,2010,2010-01-18
Kumejima,False,2010,
Naha,True,2010,2009-12-31
Nago,False,2010,
Iriomote Island,False,2010,
Minami Daito Island,True,2010,2010-01-26
Wakkanai,True,2011,2011-05-19
Rumoi,False,2011,
Asahikawa,True,2011,2011-05-09
Abashiri,True,2011,2011-05-16
Sapporo,True,2011,2011-05-07
Iwamizawa,False,2011,
Obihiro,True,2011,2011-05-03
Kushiro,True,2011,2011-05-18
Nemuro,False,2011,
Muroran,True,2011,2011-05-06
Urakawa,False,2011,
Esashi,False,2011,
Hakodate,True,2011,2011-05-02
Kutchan,False,2011,
Monbetsu,False,2011,
Hiroo,False,2011,
Shinjo,False,2011,
Aomori,True,2011,2011-04-25
Hachinohe,False,2011,
Akita,True,2011,2011-04-23
Morioka,True,2011,2011-04-20
Miyako,False,2011,
Sakata,False,2011,
Yamagata,True,2011,2011-04-18
Sendai,True,2011,2011-04-12
Fukushima,True,2011,2011-04-12
Shirakawa,False,2011,
Onahama,False,2011,
Wajima,False,2011,
Aikawa,False,2011,
Niigata,True,2011,2011-04-14
Kanazawa,True,2011,2011-04-07
Toyama,True,2011,2011-04-08
Nagano,True,2011,2011-04-15
Takada,False,2011,
Utsunomiya,True,2011,2011-04-06
Fukui,True,2011,2011-04-07
Takayama,False,2011,
Matsumoto,False,2011,
Maebashi,True,2011,2011-04-03
Kumagaya,True,2011,2011-04-01
Mito,True,2011,2011-04-06
Tsuruga,False,2011,
Gifu,True,2011,2011-03-28
Nagoya,True,2011,2011-03-27
Iida,False,2011,
Kofu,True,2011,2011-03-29
Choshi,True,2011,2011-04-04
Tsu,True,2011,2011-04-01
Hamamatsu,False,2011,
Shizuoka,True,2011,2011-03-20
Tokyo Japan,True,2011,2011-03-28
Owashi,False,2011,
Yokohama,True,2011,2011-03-30
Tateyama,False,2011,
Oshima,False,2011,
Miyakejima,False,2011,
Hachijojima,False,2011,
Saigo,False,2011,
Matsue,True,2011,2011-04-06
Yonago,False,2011,
Tottori,True,2011,2011-04-02
Toyooka,False,2011,
Maizuru,False,2011,2011-04-05
Hamada,False,2011,
Kyoto,True,2011,2011-03-28
Hikone,True,2011,2011-04-01
Hiroshima,True,2011,2011-04-01
Okayama,True,2011,2011-03-31
Kobe,True,2011,2011-03-31
Osaka,True,2011,2011-03-31
Sumoto,False,2011,
Wakayama,True,2011,2011-03-27
Shio Misaki,False,2011,
Nara,True,2011,2011-03-31
Matsuyama,True,2011,2011-03-25
Takamatsu,True,2011,2011-03-31
Uwajima,False,2011,
Kochi,True,2011,2011-03-22
Tokushima,True,2011,2011-03-31
Shimonoseki,True,2011,2011-03-30
Mikihara,False,2011,
Fukuoka,True,2011,2011-03-22
Saga,True,2011,2011-03-22
Oita,True,2011,2011-03-23
Fukue,False,2011,
Nagasaki,True,2011,2011-03-23
Kumamoto,True,2011,2011-03-21
Nobeoka,False,2011,
Kagoshima,True,2011,2011-03-23
Miyazaki,True,2011,2011-03-23
Yakushima,False,2011,
Tanegashima,False,2011,
Naze,True,2011,2011-01-30
Yonaguni Island,False,2011,
Ishigaki Island,True,2011,2011-01-17
Miyakojima,True,2011,2011-01-17
Kumejima,False,2011,
Naha,True,2011,2011-01-07
Nago,False,2011,
Iriomote Island,False,2011,
Minami Daito Island,True,2011,2011-01-24
Wakkanai,True,2012,2012-05-14
Rumoi,False,2012,
Asahikawa,True,2012,2012-05-02
Abashiri,True,2012,2012-05-03
Sapporo,True,2012,2012-05-01
Iwamizawa,False,2012,
Obihiro,True,2012,2012-05-05
Kushiro,True,2012,2012-05-17
Nemuro,False,2012,
Muroran,True,2012,2012-05-09
Urakawa,False,2012,
Esashi,False,2012,
Hakodate,True,2012,2012-05-02
Kutchan,False,2012,
Monbetsu,False,2012,
Hiroo,False,2012,
Shinjo,False,2012,
Aomori,True,2012,2012-04-29
Hachinohe,False,2012,
Akita,True,2012,2012-04-24
Morioka,True,2012,2012-04-24
Miyako,False,2012,
Sakata,False,2012,
Yamagata,True,2012,2012-04-23
Sendai,True,2012,2012-04-18
Fukushima,True,2012,2012-04-16
Shirakawa,False,2012,
Onahama,False,2012,
Wajima,False,2012,
Aikawa,False,2012,
Niigata,True,2012,2012-04-16
Kanazawa,True,2012,2012-04-10
Toyama,True,2012,2012-04-12
Nagano,True,2012,2012-04-18
Takada,False,2012,
Utsunomiya,True,2012,2012-04-08
Fukui,True,2012,2012-04-10
Takayama,False,2012,
Matsumoto,False,2012,
Maebashi,True,2012,2012-04-08
Kumagaya,True,2012,2012-04-04
Mito,True,2012,2012-04-06
Tsuruga,False,2012,
Gifu,True,2012,2012-03-30
Nagoya,True,2012,2012-03-30
Iida,False,2012,
Kofu,True,2012,2012-04-01
Choshi,True,2012,2012-04-02
Tsu,True,2012,2012-04-04
Hamamatsu,False,2012,
Shizuoka,True,2012,2012-03-24
Tokyo Japan,True,2012,2012-03-31
Owashi,False,2012,
Yokohama,True,2012,2012-04-02
Tateyama,False,2012,
Oshima,False,2012,
Miyakejima,False,2012,
Hachijojima,False,2012,
Saigo,False,2012,
Matsue,True,2012,2012-04-06
Yonago,False,2012,
Tottori,True,2012,2012-04-03
Toyooka,False,2012,
Maizuru,False,2012,2012-04-09
Hamada,False,2012,
Kyoto,True,2012,2012-04-03
Hikone,True,2012,2012-04-08
Hiroshima,True,2012,2012-04-02
Okayama,True,2012,2012-04-03
Kobe,True,2012,2012-04-02
Osaka,True,2012,2012-04-02
Sumoto,False,2012,
Wakayama,True,2012,2012-03-30
Shio Misaki,False,2012,
Nara,True,2012,2012-04-03
Matsuyama,True,2012,2012-03-30
Takamatsu,True,2012,2012-04-02
Uwajima,False,2012,
Kochi,True,2012,2012-03-21
Tokushima,True,2012,2012-04-01
Shimonoseki,True,2012,2012-03-30
Mikihara,False,2012,
Fukuoka,True,2012,2012-03-27
Saga,True,2012,2012-03-28
Oita,True,2012,2012-03-27
Fukue,False,2012,
Nagasaki,True,2012,2012-03-26
Kumamoto,True,2012,2012-03-25
Nobeoka,False,2012,
Kagoshima,True,2012,2012-03-26
Miyazaki,True,2012,2012-03-24
Yakushima,False,2012,
Tanegashima,False,2012,
Naze,True,2012,2012-01-20
Yonaguni Island,False,2012,
Ishigaki Island,True,2012,2011-12-24
Miyakojima,True,2012,2012-01-18
Kumejima,False,2012,
Naha,True,2012,2012-01-22
Nago,False,2012,
Iriomote Island,False,2012,
Minami Daito Island,True,2012,2012-01-17
Wakkanai,True,2013,2013-05-26
Rumoi,False,2013,
Asahikawa,True,2013,2013-05-18
Abashiri,True,2013,2013-05-25
Sapporo,True,2013,2013-05-13
Iwamizawa,False,2013,
Obihiro,True,2013,2013-05-10
Kushiro,True,2013,2013-05-23
Nemuro,False,2013,
Muroran,True,2013,2013-05-16
Urakawa,False,2013,
Esashi,False,2013,
Hakodate,True,2013,2013-05-08
Kutchan,False,2013,
Monbetsu,False,2013,
Hiroo,False,2013,
Shinjo,False,2013,
Aomori,True,2013,2013-04-29
Hachinohe,False,2013,
Akita,True,2013,2013-04-23
Morioka,True,2013,2013-04-23
Miyako,False,2013,
Sakata,False,2013,
Yamagata,True,2013,2013-04-15
Sendai,True,2013,2013-04-09
Fukushima,True,2013,2013-04-05
Shirakawa,False,2013,
Onahama,False,2013,
Wajima,False,2013,
Aikawa,False,2013,
Niigata,True,2013,2013-04-07
Kanazawa,True,2013,2013-03-30
Toyama,True,2013,2013-03-29
Nagano,True,2013,2013-04-06
Takada,False,2013,
Utsunomiya,True,2013,2013-03-21
Fukui,True,2013,2013-03-28
Takayama,False,2013,
Matsumoto,False,2013,
Maebashi,True,2013,2013-03-22
Kumagaya,True,2013,2013-03-19
Mito,True,2013,2013-03-21
Tsuruga,False,2013,
Gifu,True,2013,2013-03-21
Nagoya,True,2013,2013-03-19
Iida,False,2013,
Kofu,True,2013,2013-03-19
Choshi,True,2013,2013-03-21
Tsu,True,2013,2013-03-25
Hamamatsu,False,2013,
Shizuoka,True,2013,2013-03-17
Tokyo Japan,True,2013,2013-03-16
Owashi,False,2013,
Yokohama,True,2013,2013-03-18
Tateyama,False,2013,
Oshima,False,2013,
Miyakejima,False,2013,
Hachijojima,False,2013,
Saigo,False,2013,
Matsue,True,2013,2013-03-23
Yonago,False,2013,
Tottori,True,2013,2013-03-20
Toyooka,False,2013,
Maizuru,False,2013,2013-03-25
Hamada,False,2013,
Kyoto,True,2013,2013-03-22
Hikone,True,2013,2013-03-30
Hiroshima,True,2013,2013-03-22
Okayama,True,2013,2013-03-24
Kobe,True,2013,2013-03-21
Osaka,True,2013,2013-03-21
